hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 186.00000, 2503.93, -0.183656, 2497.44, -118.938, 2497.34, 120.816, 251.611, -179.606, 251.794, 61.6201, 252.448, -58.677
0, 187.00000, 2505.03, -0.12881, 2498.47, -118.889, 2498.23, 120.867, 255.451, -179.543, 255.636, 61.6781, 256.325, -58.6187
0, 188.00000, 2505.4, -0.110368, 2498.81, -118.872, 2498.53, 120.884, 256.745, -179.522, 256.93, 61.6972, 257.629, -58.5992
0, 189.00000, 2506.12, -0.0738591, 2499.5, -118.839, 2499.12, 120.918, 259.3, -179.479, 259.487, 61.7358, 260.21, -58.5604
0, 190.00000, 2506.49, -0.0555001, 2499.84, -118.823, 2499.41, 120.935, 260.587, -179.458, 260.774, 61.755, 261.507, -58.5409
0, 191.00000, 2506.85, -0.0372193, 2500.18, -118.806, 2499.7, 120.951, 261.867, -179.437, 262.055, 61.7743, 262.8, -58.5215
0, 192.00000, 2506.85, -0.0371429, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 193.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 194.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 195.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 196.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 197.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 198.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 199.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 200.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 201.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 202.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 203.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 204.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 205.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 206.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 207.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 208.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 209.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 210.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 211.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 212.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 213.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 214.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 215.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 216.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 217.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 218.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 219.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 220.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 221.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 222.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 223.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 224.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 225.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 226.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 227.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 228.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 229.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 230.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 231.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 232.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 233.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 234.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 235.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 236.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 237.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 238.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 239.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 240.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 241.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 242.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 243.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 244.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 245.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 246.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 247.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 248.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 249.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 250.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 251.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 252.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 253.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 254.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 255.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 256.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 257.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 258.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 259.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 260.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 261.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 262.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 263.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 264.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 265.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 266.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 267.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 268.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 269.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 270.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 271.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 272.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 273.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 274.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 275.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 276.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 277.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 278.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 279.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 280.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 281.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 282.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 283.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 284.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 285.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 286.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 287.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 288.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 289.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 290.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 291.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 292.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 293.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 294.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 295.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 296.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 297.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 298.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 299.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
0, 300.00000, 2506.85, -0.0371424, 2500.18, -118.806, 2499.7, 120.952, 261.874, -179.437, 262.061, 61.7742, 262.805, -58.5214
